Unnamed: 0,full_text,tweet_english
1537,ini progres bangun gedung bank indonesia makin masif ikn,This is the progress of building an Indonesian Bank building that is becoming increasingly massive
1538,ikn jadi ibu kota baru indonesia kamu siap pindah ikn ikn amp mau cari properti ikn pasti hubung agen brighton john tanzil padaxq 085366631211,IKN becomes the new capital of Indonesia. Are you ready to move? IKN IKN amp want to find property? IKN must contact Brighton agent John Tanzil Padaxq 085366631211
1539,investasi asing ikn nusantara dorong putus mk bahlil komitmen banyak lewat,foreign investment in the archipelago is encouraged to break up because many commitments have passed
1540,sini syukur dulu emang suka sama peta wawas nusantara asean organisasiorganisasi internasional jadi apal nama provinsi ibu kota bahkan beberapa nama blok tambang tau namanama organisasi ibu kota negara dunia,"Here, thank God, I really like the Asean Archipelago Insight Map, international organizations, so what are the names of capital provinces, even some of the names of mining blocks, do you know the names of organizations in capitals of countries in the world?"
1541,satu anak tewas kena tembak kkb pos aman buah bank ibu kota intan jaya,"One child died after being shot by the KKB Safe Post Fruit Bank, Intan Jaya Capital City"
1542,satu anak tewas kena tembak kkb pos aman buah bank ibu kota intan jaya,"One child died after being shot by the KKB Safe Post Fruit Bank, Intan Jaya Capital City"
1543,satu anak tewas kena tembak kkb pos aman buah bank ibu kota intan jaya,"One child died after being shot by the KKB Safe Post Fruit Bank, Intan Jaya Capital City"
1548,menuruntuku tau minimal ibu kota tiap provinsi life basic skill siap diri kalokalo sempat jelajah nusantara jadi gak cluelessclueless jadi makin cinta indonesia usaha nali negara sendiri geografis,"I want to know at least the capital city of each province, basic life skills, be prepared if I have time to explore the archipelago, so I won't be clueless, I will love Indonesia even more, get to know my own country geographically"
1549,here we go ikn in q1 2024 liugong indonesia delivered 30 machines for building indonesias new capital ibu kota nusantara ikn including excavators bulldozers motor graders and rollers dozens more equipment are on track for delivery and use in q2,here we go ikn in q1 2024 liugong indonesia delivered 30 machines for building indonesias new capital capital of the archipelago ikn including excavators bulldozers motor graders and rollers dozens more equipment are on track for delivery and use in q2
1550,indah suasana malam kemenko 1 amp plaza timur ibu kota nusantara,"beautiful night atmosphere of Kemenko 1 Amp East Plaza, the capital of the archipelago"
1552,total 42 karya pamer meresepons rencana pindah ibu kota nusantara ikn kaltim rohmad taufiq tebar virus seni bontang baca,a total of 42 works on display responding to plans to move the archipelago's capital IKN Kaltim Rohmad Taufiq spreads the Bontang Baca art virus
1553,mungkin resmi jadi pemdasus de jure ibu kota nusantara perintah daerah khusus tingkat provinsi,"perhaps officially becoming the de jure regional government of the capital of the archipelago, special regional command at the provincial level"
1554,starlink layan internet satelit satellite internet ada bawah naung usaha roket spacex milik elon musk bakal uji coba ibu kota nusantara ikn mei 2024 n,Starlink serves satellite internet Satellite internet is under the auspices of Elon Musk's SpaceX rocket venture to test the capital of the archipelago IKN in May 2024 n
1555,dukung penuh warga dayak pindah ibu kota nusantara,Fully support Dayak people moving to the capital of the archipelago
1556,presiden dukung pindah ibu kota nusantara wujud pihak perintah daerah indonesia,The president supports moving the capital of the archipelago as part of the Indonesian regional government
1557,ibu kota nusantara ikn dapat dukung bagai kalang masyarakat maju bangsa indonesia,The capital city of the Indonesian archipelago can support the Indonesian nation's advanced society
1558,ada bangun ibu kota nusantara tarik investasi asing domestik tingkat tumbuh ekonomi makmur masyarakat indonesia,There is a rise in the archipelago's capital attracting domestic foreign investment to the level of growth of the prosperous economy of Indonesian society
1559,pindah ibu kota nusantara wilayah sekitar alami kembang pesat,"moving the capital city of the archipelago, the surrounding area is experiencing rapid development"
1560,ibu kota nusantara dorong cepat,the capital of the archipelago is pushing fast
1561,ibu kota nusantara bukan impi wujud sama,the capital city of the archipelago is not a dream that exists
1562,ada ibu kota nusantara warga tempat eksplorasi potensi wisata kuliner daerah,there is the capital city of the archipelago where residents can explore the potential of regional culinary tourism
1563,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota negara ikn,"PPU personnel on one task of the Mahakam Archipelago Operation, East Kalimantan Regional Police carry out intensive security and security patrols at several important points in the region of the nation's capital, IKN"
1564,balikpapan usai unjung pos aman ibu kota nusantara kapolda kaltim irjen pol dar nanang avianto sama pangdam vi mulawaran mayjen tni tri budi utomo langsung tolak labuh mayang balikpapan,"Balikpapan after visiting the safe post in the capital of the archipelago, East Kalimantan Regional Police Chief Inspector General Dar Nanang Avianto and Military Commander VI Mulawaran Major General TNI Tri Budi Utomo immediately refused to anchor Mayang Balikpapan"
1565,pindah ibu kota nusantara jadi salah satu prioritas utama perintah jokowi beri maju seluruh daerah indonesia,Moving the capital city of the archipelago is one of the main priorities of Jokowi's order to advance all regions of Indonesia
1566,pindah ibu kota nusantara wilayah sekitar alami kembang pesat,"moving the capital city of the archipelago, the surrounding area is experiencing rapid development"
1567,pindah ibu kota nusantara peluang besar warga negara baik hidup,Moving to the capital of the archipelago is a great opportunity for good citizens to live
1568,presiden jokowi yakin pindah ibu kota nusantara buka peluang baru kembang ekonomi industri pariwisata indonesia,President Jokowi believes that moving to the capital of the archipelago will open up new opportunities for the economic development of Indonesia's tourism industry
1570,rencana pemprov papua barat bangun kantor hubung tempat tinggal staf balikpapan dekat ibu kota nusantara ikn,"West Papua Provincial Government's plan to build a liaison office for Balikpapan staff residences near the archipelago's capital, IKN"
1571,masyarakat dayak siap sambut ibu kota nusantara sukacita,Dayak people are ready to welcome the capital city of the archipelago of joy
1572,pindah ibu kota nusantara peluang besar kembang daya saing ekonomi indonesia,Moving to the capital city of the archipelago is a big opportunity to develop Indonesia's economic competitiveness
1573,ada ibu kota nusantara warga tempat eksplorasi potensi wisata kuliner daerah,there is the capital city of the archipelago where residents can explore the potential of regional culinary tourism
1574,i have joke will be valid if elon has finish invasion mars then indonesia has a new capital to live called by ibu kota nusantara nusantara predict time just same which one will be success i hope both,i have joke will be valid if elon has finished invasion mars then indonesia has a new capital to live called by ibu kota nusantara nusantara predict time just the same which one will be success i hope both
1575,pindah ibu kota nusantara buka peluang bisnis baru warga tempat utama sektor pariwisata properti,Moving to the capital of the archipelago opens up new business opportunities for residents of the main property tourism sector
1576,dukung pindah ibu kota nusantara optimal guna sumber daya alam indonesia,support moving the capital city of the archipelago to optimally utilize Indonesia's natural resources
1577,starlink layan internet satelit satellite internet ada bawah naung usaha roket spacex milik elon musk bakal uji coba ibu kota nusantara ikn mei 2024,Starlink serves satellite internet Satellite internet is under the auspices of Elon Musk's SpaceX rocket venture to test the capital of the archipelago IKN in May 2024
1579,presiden dukung pindah ibu kota nusantara wujud pihak perintah daerah indonesia,The president supports moving the capital of the archipelago as part of the Indonesian regional government
1580,pindah ibu kota nusantara dapat dukung penuh presiden upaya sebar bangun lebih rata seluruh indonesia,Moving the capital of the archipelago can fully support the president's efforts to spread development more evenly throughout Indonesia
1582,bangun ibu kota nusantara harap tingkat aksesibilitas konektivitas antarwilayah mudah mobilitas masyarakat,"build the capital city of the archipelago, hope that the level of accessibility of inter-regional connectivity makes it easier for people to move"
1583,bangun ibu kota nusantara harap laku perhati lingkung meminimalisir dampak negatif lingkung,"build the capital city of the archipelago, please be environmentally conscious and minimize negative environmental impacts"
1585,ridwan kamil sebut jakarta tak pernah siap jadi ibu kota negara makanya pindah ikn nusantara,"Ridwan Kamil said that Jakarta was never ready to become the country's capital, that's why it moved to the archipelago"
1586,otorita ibu kota nusantara ikn rancang gelar tonjol budaya daerah tajuk nusantara ekspo tawar alam unik pe,Indonesian capital authority IKN plans to hold cultural highlight
1587,internet starlink milik elon musk nilai cocok ikn nusantara apjii beber alas lewat,Elon Musk's Starlink internet value matches IKN Nusantara Apjii several reasons later
1588,jauh ikn nusantara myanmar relokasi ibu kota jadi kota hantu klik baca kompascom baca berita iklan download aplikasi,"far away, the Indonesian archipelago, Myanmar, relocating the capital to become a ghost town, click read Kompascom, read news ads, download the application"
1589,pindah ibu kota nusantara dukung tingkat ekonomi bangun infrastruktur indonesia timur,moving the capital city of the archipelago to support the economic level of building infrastructure in eastern Indonesia
1590,pindah ibu kota nusantara solusi atas macet padat jakarta,Moving to the capital of the archipelago is a solution to Jakarta's heavy traffic jams
1591,pindah ibu kota nusantara tingkat sempat kerja daerah,"move the capital city of the archipelago, have time to work in the region"
1592,pindah ibu kota nusantara wilayah sekitar alami kembang pesat,"Moving to the capital of the archipelago, the surrounding area is experiencing rapid development"
1593,bangun ibu kota nusantara bangun indonesia lebih maju sejahtera,"build the capital of the archipelago, build a more advanced and prosperous Indonesia"
1594,dampak bangun ibu kota nusantara tingkat investasi,impact of building an Indonesian capital city on investment levels
1595,masyarakat dayak siap sambut ibu kota nusantara sukacita,Dayak people are ready to welcome the capital city of the archipelago of joy
1596,pindah ibu kota nusantara jadi salah satu program prioritas perintah jokowi kuat perata bangun indonesia,Moving the capital city of the archipelago is one of the priority programs ordered by Jokowi to be strong in building up Indonesia
1597,ibu kota nusantara jadi pusat giat internasional warga tempat kembang jaring hubung bisnis baru,The capital of the archipelago has become a center for active international residents where new business links develop
1598,presiden jokowi pandang pindah ibu kota nusantara sempat besar indonesia tingkat daya saing dunia internasional,President Jokowi believes that moving the capital of the archipelago will increase Indonesia's level of international competitiveness
1599,pindah ibu kota nusantara dapat dukung penuh presiden jokowi langkah konkret hadap ubah iklim lingkung,Moving the capital city of the archipelago can fully support President Jokowi in concrete steps towards changing the environmental climate
1600,perintah brunei darussalam menep kabar soal kereta api trans borneo tembus ibu kota nusantara ikn,"Brunei Darussalam command received news about the Trans Borneo train passing through the archipelago's capital, IKN"
1601,bangun ibu kota nusantara harap laku perhati aspekaspek kota modern lanjut,"When building the capital of the archipelago, please pay attention to the aspects of a modern city"
1602,ibu kota nusantara jadi pusat didik budaya indonesia lebih maju,The capital city of the archipelago has become a center for more advanced Indonesian culture
1603,ibu kota nusantara ikn dapat dukung bagai kalang masyarakat maju bangsa indonesia,The capital city of the Indonesian archipelago can support the Indonesian nation's advanced society
1604,bangun ibu kota nusantara bangun indonesia lebih maju sejahtera,"build the capital city of the archipelago, build a more advanced and prosperous Indonesia"
1605,ikn wujud visi transformasi indonesia tuju masa depan lebih maju adaptif bangun indonesia unggul inovatif,"IKN is the realization of Indonesia's transformational vision towards a more advanced, adaptive future, building a superior, innovative Indonesia"
1606,prabowogibran mulai godok program anggar tara ikn nusantara ajar chinaindia lewat,Prabowogibran begins to work on the Tara IKN archipelago fencing program to teach Chinese Indians through
1607,belum basuki hadimuljono bocor rencana lantik presiden wakil presiden ri pilih turut lantik gelar ibu kota nusantara ikn kalimantan timur,"Hasn't Basuki Hadimuljono leaked plans to inaugurate the President, Vice President of the Republic of Indonesia, to elect him to inaugurate the title of the capital of the archipelago, East Kalimantan?"
1608,menteri kerja umum rumah rakyat pupr basuki hadimuljono sebut rencana lantik presiden wakil presiden periode 20242029 laku ibu kota nusantara ikn,Public Works Minister Pupr Basuki Hadimuljono said the plan to inaugurate the vice president for the 2024-2029 period will be successful in the capital of the archipelago.
1609,tambah informasi per maret 2024 progres bangun ibu kota nusantara ikn batch 1 tembus 77 prabowo subianto,added information as of March 2024 progress of building the capital of the archipelago IKN batch 1 reaches 77 Prabowo Subianto
1610,rencana presiden pilih 20242029 lantik ibu kota nusantara ikn kalimantan timur prabowo subianto,President's plan to elect 20242029 to inaugurate capital of the archipelago IKN East Kalimantan Prabowo Subianto
1611,walaupun uu sebut sah rapat paripurna dpr alih status ibu kota jakarta ikn nusantara tunggu terbit putus presiden keppres lebih,"Even though the law states that the DPR plenary session to change the status of the capital city of Jakarta is valid, the Indonesian archipelago icon is waiting for the issuance of the presidential decree."
1612,ini hauling kayu eucalyptus wilayah ikn,This is hauling eucalyptus wood in the IKN area
1613,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota negara ikn,"PPU personnel on one task of the Mahakam Archipelago Operation, East Kalimantan Regional Police carry out intensive security and security patrols at several important points in the region of the nation's capital, IKN"
1615,menteri pupr basuki hadimuljono buntu lantik presiden ri baru laksana ibu kota nusantara ikn ucap sumpah janji presiden wapres sebut gelar minggu 20102024 manchester united papua onana bem ui,PUPR Minister Basuki Hadimuljono deadlocks inaugurating the new President of the Republic of Indonesia as the capital of the archipelago
1616,menteri pupr basuki hadimuljono buntu lantik presiden ri baru laksana ibu kota nusantara ikn ucap sumpah janji presiden wapres sebut gelar minggu 20102024 manchester united papua onana bem ui,"Minister of Public Works and Public Housing Basuki Hadimuljono is stuck in the inauguration of the new President of the Republic of Indonesia as the capital of the archipelago, IKN says the oath of the President, the Vice President, says the title of the week 20102024, Manchester United, Papua, Onana, Bem, UI"
1617,ibu kota nusantara jadi bangga warga tempat indonesia seluruh,The capital city of the archipelago is a source of pride for all Indonesian citizens
1618,ibu kota nusantara jadi pusat didik budaya indonesia lebih maju,The capital city of the archipelago becomes a center for more advanced Indonesian cultural education
1619,presiden pandang pindah ibu kota nusantara langkah strategis bangun indonesia depan,The president sees moving the archipelago's capital as a strategic step to build Indonesia's future
1620,ibu kota nusantara jadi pusat budaya didik baru warga tempat nikmat fasilitas program program y,"The capital city of the archipelago has become a new cultural center for educating citizens, a place where program facilities can be enjoyed"
1621,pindah ibu kota nusantara tingkat sempat kerja daerah,Moved to the capital of the archipelago to work regionally
1622,pindah ibu kota nusantara dorong bangun infrastruktur baru jalan tol bandara labuh,"moving to the archipelago's capital to encourage the construction of new infrastructure, the Labuh airport toll road"
1623,pindah ibu kota nusantara peluang besar warga negara baik hidup,Moving to the capital of the archipelago is a great opportunity for good citizens to live
1624,dukung pindah ibu kota nusantara optimal guna sumber daya alam indonesia,support moving the capital city of the archipelago to optimally utilize Indonesia's natural resources
1625,perintah provinsi pemprov papua barat rencana bangun kantor hubung guest house staf kota balikpapan lokasi dekat ibu kota nusantara ikn kalimantan timur kaltim baca lengkap,"West Papua Provincial Government's provincial order plans to build an office connecting guest house, Balikpapan city staff, location near the capital of the archipelago, IKN, East Kalimantan, East Kalimantan, read in full"
1626,menteri kerja umum rumah rakyat pupr basuki hadimuljono menyebutpelantikan presidendan wakil presiden periode 20242029 laksana ibu kota nusantara ikn manchester united papua onana bem ui,"Public Works Minister PUPR Basuki Hadimuljono said the inauguration of the president and vice president for the 2024-2029 period was like the capital of the archipelago, IKN Manchester United Papua Onana Bem UI"
1627,menteri pupr basuki hadimuljono ungkap presiden ri ke8 ganti presiden jokowi rencana lantik ibu kota negara ikn nusantara manchester unite papua onana bem ui,PUPR Minister Basuki Hadimuljono reveals that the 8th President of the Republic of Indonesia will replace President Jokowi with plans to inaugurate the nation's capital IKN Nusantara Manchester Unite Papua Onana Bem UI
1628,menteri pupr basuki hadimuljono buntu lantik presiden ri baru laksana ibu kota nusantara ikn ucap sumpah janji presiden wakil presiden sebut gelar minggu 20102024 manchester unite papua onana bem ui,PUPR Minister Basuki Hadimuljono deadlocked inaugurating the new President of the Republic of Indonesia as the capital of the archipelago IKN took the oath of office the President Vice President said the title of Sunday 20102024 Manchester Unite Papua Onana Bem UI
1629,otorita ibu kota nusantara ikn laku diskusi tokoh adat provinsi kalimantan timur kaltim langkah susun rencana induk maju budaya ibu kota nusantara,"Nusantara Capital Authority IKN discussion of traditional leaders of East Kalimantan Province, East Kalimantan, steps to develop a master plan for advancing culture of the archipelago's capital city"
1630,menteri kerja umum rumah rakyat pupr basuki hadimuljono ungkap rencana presiden pilih 20242029 lantik ibu kota nusantara ikn kalimantan timur gtgt,"Minister of Public Works, Public Housing, Public Works and Public Housing Basuki Hadimuljono reveals the plan for the 2024/2029 presidential election to inaugurate the capital city of the archipelago, East Kalimantan icon, gtgt"
1631,menteri kerja umum rumah rakyat pupr basuki hadimuljono ungkap rencana lantik presiden pilih 20242029 laku 20 oktober 2024 ibu kota negara ikn nusantara kalimantan timur basuki sampai upacara 17 agustus,"Minister of Public Works, People's Home, PUPR, Basuki Hadimuljono, reveals plans to inaugurate the president, elect 2024, 2029, to be implemented on October 20, 2024, the capital of the Indonesian archipelago, East Kalimantan, Basuki until the ceremony on August 17"
1632,basuki hadimuljono menteri pupr ungkap rencana presiden pilih 20242029 lantik ibu kota nusantara ikn kalimantan timur jawab susul status dki jakarta bukan status ibu kota negara,"Basuki Hadimuljono, Minister of Public Works and Public Housing, reveals the president's plan to elect the 2024/2029 inauguration of the capital city of the archipelago, East Kalimantan IKN responds to the status of DKI Jakarta, not the status of the nation's capital"
1633,laku ibu kota negara ikn nusantara kalimantan timur 20 oktober 2024 prabowo subianto,"behavior of the capital of the Indonesian archipelago, East Kalimantan 20 October 2024 Prabowo Subianto"
1634,marsekal madya tni samsul rizal papar konsep tahan 50 ibu kota nusantara,TNI Vice Marshal Samsul Rizal explained the concept of holding 50 capital cities of the archipelago
1635,menteri pupr basuki hadimuljono ungkap rencana presiden pilih 20242029 lantik ibu kota nusantara ikn kalimantan timur jawab susul status dki jakarta bukan status ibu kota negara,PUPR Minister Basuki Hadimuljono reveals plans for president to elect 20242029 to inaugurate capital of the archipelago
1636,gas gas gas menkominfo ungkap pegawai menteri kominfo mulai kantor ibu kota negara ikn nusantara mulai juli 2024,gas gas gas the Minister of Communication and Information said that the Minister of Communication and Information's employees will start the office of the Indonesian capital of the archipelago starting July 2024
1638,bangun ikn terap kola lindung keanekaragaman hayati bentuk komitmen perintah lestari alam dunia,"build an agricultural fishery that protects biodiversity, a form of commitment to the order to conserve the world's nature"
1639,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota negara ikn,"PPU personnel on one task of the Mahakam Archipelago Operation, East Kalimantan Regional Police carry out intensive security and security patrols at several important points in the region of the nation's capital, IKN"
1640,pt waskita karya persero tbk wskt pacu selesai jumlah proyek ibu kota nusantara ikn bumn karya kerja 12 proyek ikn total nilai kontrak capai rp13 6 triliun mana porsi waskita karya besar rp 7 5 t,PT Waskita Karya Persero TBK WSKT Pace Completed Number of Archipelago Capital Projects IKN BUMN Karya Karya 12 IKN Projects Total Contract Value Reaches IDR 13 6 Trillion of which Waskita Karya's Portion Is IDR 7 5 T
1641,menteri kerja umum rumah rakyat pupr basuki hadimuljono ungkap presiden ri ke8 ganti presiden jokowi rencana lantik ibu kota negara ikn nusantara,"Public Works Minister PUPR Basuki Hadimuljono reveals that the 8th President of the Republic of Indonesia will replace President Jokowi with plans to inaugurate the nation's capital, IKN Nusantara"
1642,pindah ibu kota nusantara tingkat sempat kerja daerah sek,Moved to the capital of the archipelago and worked for a regional secretary
1643,kantor bahasa provinsi kalimantan timur ikut diskusi kelompok pumpun focus group discussion susun rencana induk maju budaya ibu kota nusantara balikpapan lengkap,"the East Kalimantan provincial language office took part in the pumpun focus group discussion to prepare a complete master plan for advancing the culture of the archipelago's capital city, Balikpapan"
1644,pindah ibu kota nusantara bukan soal infrastruktur sejahtera rakyat,Moving to the capital of the archipelago is not about infrastructure for the welfare of the people
1646,ibu kota nusantara jadi simbol bangkit indonesia negara maju modern,"The capital city of the archipelago has become a symbol of the rise of Indonesia, a modern developed country"
1647,presiden jokowi pandang pindah ibu kota nusantara sempat besar indonesia tingkat daya saingn,President Jokowi believes that moving the capital of the archipelago will increase Indonesia's level of competitiveness
1648,ibu kota nusantara jadi bangga warga tempat indonesia seluruh,The capital city of the archipelago is a source of pride for all Indonesian citizens
1649,dampak bangun ibu kota nusantara tingkat investasi,impact of building an Indonesian capital city on investment levels
1650,madn ikut kawal bangun ibu kota negara baru indonesia komitmen dukung sukses bangun suku dayak lalu organisasi madn lanjut buat deklarasi sama nyata dukung bangun kota nusantara kaltim,"Madn took part in overseeing the building of Indonesia's new capital city, committed to supporting the success of building the Dayak tribe and the Madn organization continued to make the same declaration to support the building of the East Kalimantan archipelago city"
1651,menteri kerja umum rumah rakyat pupr basuki hadimuljono ungkap rencana presiden pilih 20242029 lantik ibu kota nusantara ikn kalimantan timur jawab susul status dki jakarta bukan status ibu kota negara,"Minister of Public Works, People's Home, PUPR, Basuki Hadimuljono, reveals plans for president to elect 2024, 2029, inaugurate capital of the archipelago, IKN East Kalimantan, answers following the status of DKI Jakarta, not the status of the nation's capital"
1652,kolaborasi unhan ri otorita ibu kota nusantara selenggara focus group discussion bahas,Collaboration between Indonesian National Defense University and National Capital Authority to hold a focus group discussion
1653,pt pln persero penuh butuh listrik hijau ibu kota nusantara ikn kalimantan timur,"PT PLN Persero Full needs green electricity, the capital of the archipelago, IKN, East Kalimantan"
1654,alas ekonom senior sebut program makan siang gratis lebih penting bangun ikn nusantara lewat,Senior economists say the free lunch program is more important for building the archipelago's economy through
1655,konsep strategi tahan amp aman ibu kota nusantara bas the smadefense and security 50,"the concept of a safe & secure strategy for the capital of the archipelago, bas the smadedefense and security 50"
1656,mempawah pontianak tambah kata usaha tahap dua libat kalimantan utara timur hubung jalur utama samarinda ibu kota baru indonesia nusantara rute sebut liput long ridan ba kelalan long bawan,"Mempawah Pontianak adds second phase business word involving North East Kalimantan connecting the main route Samarinda, the new capital of Indonesia, the archipelago, the route is called Liput Long Ridan Ba ​​Kelalan Long Bawan"
1657,pt pln persero pasti ibu kota nusantara ikn alir listrik hijau agustus tahun,PT PLN Persero is definitely the capital of the archipelago when electricity flows green in August
1658,ini jalan sumbu bangsa sisi barat ikn lama aspal,This is the National Axis Road on the west side of the old IKN asphalt
1659,pt waskita karya persero tbk tengah laku cepat bangun mega proyek ibu kota nusantara ikn persero kerja 12 proyek ikn total nilai kontrak capai rp13 6 triliun,PT Waskita Karya Persero Tbk is selling fast to build a mega project for the capital of the archipelago IKN Persero works 12 IKN projects total contract value reaches IDR 13 6 trillion
1660,rencana kereta cepat lewat sabah sarawak malaysia brunei ibu kota nusantara ikn indonesia,"Fast train plans via Sabah, Sarawak, Malaysia, Brunei, capital of the archipelago, IKN Indonesia"
1661,sambut agenda rakornas ibu kota nusantara hotel kempinski kamis 1432024 prabowo subianto,"welcome the National Coordination Meeting agenda for the capital of the archipelago, Kempinski Hotel Thursday 1432024 Prabowo Subianto"
1662,basuki sebut lantik prabowogibran rencana laksana ibu kota nusantara ikn kalimantan timur prabowo subianto,"Basuki calls Prabowogibran's inauguration plans for the capital of the archipelago, East Kalimantan, Prabowo Subianto"
1663,rencana lantik presiden pilih 20242029 laku ibu kota negara ikn nusantara kalimantan timur 20 oktober 2024 prabowo subianto,plan to inaugurate president elect 20242029 sell the capital of the country IKN archipelago East Kalimantan 20 October 2024 Prabowo Subianto
1664,panitia khusus dprd provinsi dki jakarta pansus jakarta bentuk ibu kota nusantara ikn sama eksekutif gelar rapat agenda bahas pasca sah undangundang daerah khusus jakarta dkj gedung dprd dki jakarta rabu 034,DKI Jakarta Provincial DPRD Special Committee Jakarta Jakarta Special Committee Forms Archipelago Capital IKN and Executive Hold Meeting Agenda to Discuss Post-Special Legislation for Jakarta Special Region DKJ DKI Jakarta DPRD Building Wednesday 034
1665,otorita ibu kota nusantara ikn upaya mudah calon investor investasi mudah terap sistem digital investor repot sistem admintistrasi rumit,archipelago capital authority ikn easy efforts for prospective investors easy investment to apply digital system investors are troublesome complicated administration system
1666,otorita ibu kota nusantara ikn upaya mudah calon investor investasi mudah terap sistem digital investor repot sistem admintistrasi rumit,archipelago capital authority ikn easy efforts for prospective investors easy investment to apply digital system investors are troublesome complicated administration system
1667,otorita ibu kota nusantara ikn upaya mudah calon investor investasi mudah terap sistem digital investor repot sistem admintistrasi rumit,archipelago capital authority ikn easy efforts for prospective investors easy investment to apply digital system investors are troublesome complicated administration system
1668,wakil menteri ketenagakerjaan afriansyah noor apresiasi revitalisasi balai selamat sehat kerja k3 samarinda laku kunjung fasilitas siap tenaga kerja ibu kota nusantara ikn samarinda kalimantan timur,"Deputy Minister of Manpower Afriansyah Noor appreciates the revitalization of the Samarinda K3 safe and healthy work center for visits to facilities ready for labor, the capital of the archipelago, IKN Samarinda, East Kalimantan"
1669,otorita ibu kota nusantara ikn upaya mudah calon investor investasi mudah terap sistem digital investor repot sistem admintistrasi rumit,archipelago capital authority ikn easy efforts for prospective investors easy investment to apply digital system investors are troublesome complicated administration system
1670,menteri kerja umum rumah rakyat pupr basuki hadimuljono pasti presiden pilih prabowo subianto lantik ibu kota negara baru nusantara ikn kalimantan timur,"Minister of Public Works, People's House, Public Works and Public Housing, Basuki Hadimuljono, President Certainly Chooses Prabowo Subianto to Inaugurate the New Capital of the Archipelago, East Kalimantan Icon"
1671,strategi ibu kota nusantara wujud bangun lingkung lanjut,strategy for the capital city of the archipelago to create further environmental development
1672,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota negara ikn rabu 030424,"PPU personnel on one task of the Mahakam Archipelago Operation, East Kalimantan Regional Police carry out intensive security and security patrols at several important points in the national capital area IKN Wednesday 030424"
1673,ibu kota nusantara langkah strategis kembang indonesia masa depan,"capital city of the archipelago, a strategic step for Indonesia's future development"
1674,ibu kota nusantara jadi bangga warga tempat indonesia seluruh,The capital city of the archipelago is a source of pride for all Indonesian citizens
1675,dampak bangun ibu kota nusantara tingkat investasi,impact of building an Indonesian capital city on investment levels
1677,ibu kota nusantara jadi bangga warga tempat indonesia seluruh,The capital city of the archipelago makes all Indonesian citizens proud
1678,dukung pindah ibu kota nusantara bentuk ubah inovasi bangun indonesia,support moving the capital city of the archipelago to change innovation and build Indonesia
1679,ibu kota nusantara dorong cepat bangun daerah se indonesia,the capital of the archipelago encourages rapid development of regions throughout Indonesia
1680,pindah ibu kota nusantara bawa dampak positif lingkung,Moving to the archipelago's capital has positive environmental impacts
1681,pindah ibu kota nusantara dapat dukung penuh presiden upaya tata indonesia seluruh,Moving the capital city of the archipelago can fully support the president's efforts to organize Indonesia throughout Indonesia
1682,pindah ibu kota nusantara kuat padu koordinasi perintah pusat daerah daerah indonesia,moving the capital city of the archipelago to strengthen the coordination of regional and regional central commands in Indonesia
1683,bangun ibu kota nusantara beri akses lebih baik didik sehat fasilitas umum,build the capital of the archipelago to give students better access to healthy public facilities
1685,dukung pindah ibu kota nusantara optimal guna sumber daya alam indonesia,support moving the capital city of the archipelago to optimally utilize Indonesia's natural resources
1686,pindah ibu kota nusantara dapat dukung penuh presiden upaya sebar bangun lebih rata seluruh indonesia,Moving the capital of the archipelago can fully support the president's efforts to spread development more evenly throughout Indonesia
1688,pindah ibu kota nusantara dapat dukung penuh presiden jokowi langkah konkret hadap ubah iklim lingkung,Moving the capital city of the archipelago can fully support President Jokowi in concrete steps towards changing the environmental climate
1689,bangun ibu kota nusantara harap tingkat aksesibilitas konektivitas antarwilayah mudah mobilitas ma,"build the capital city of the archipelago, hope that the level of accessibility of connectivity between regions will make mobility easy"
1690,ada ibu kota nusantara warga tempat eksplorasi potensi wisata kuliner daerah,there is the capital city of the archipelago where residents can explore the potential of regional culinary tourism
1691,konsep strategi tahan aman ibu kota nusantara bas the smadefence and security 50,"the concept of a safe defense strategy for the capital of the archipelago, bas the smadefence and security 50"
1692,dukung penuh warga dayak pindah ibu kota nusantara,Full support for Dayak residents moving to the capital of the archipelago
1693,pindah ibu kota nusantara solusi atas macet padat jakarta,Moving to the capital of the archipelago is a solution to Jakarta's heavy traffic jams
1695,ibu kota nusantara ikn dapat dukung bagai kalang masyarakat maju bangsa indonesia,The capital city of the Indonesian archipelago can support the Indonesian nation's advanced society
1696,ibu kota nusantara bukan impi wujud sama,the capital of the archipelago is not a dream of being the same
1699,ibu kota nusantara ikn dapat dukung bagai kalang masyarakat maju bangsa indonesia,"the capital city of the archipelago, IKN, can support the progress of the Indonesian nation"
1700,iring rencana bangun ibu kota nusantara bangun infrastruktur fasilitas perlu daerahdaerah pencil kurang kembang,"Accompanying plans to build an Indonesian capital city, infrastructure and facilities need to be built in less developed outlying areas"
